,trade_date,ts_code,pre_close,up_limit,down_limit
556,20191009,002099.SZ,6.95,7.65,6.26
557,20191009,002100.SZ,9.21,10.13,8.29
558,20191009,002101.SZ,6.68,7.35,6.01
559,20191009,002102.SZ,2.19,2.3,2.08
560,20191009,002103.SZ,4.22,4.64,3.8
561,20191009,002104.SZ,7.1,7.81,6.39
562,20191009,002105.SZ,4.83,5.31,4.35
563,20191009,002106.SZ,8.11,8.92,7.3
564,20191009,002107.SZ,7.87,8.66,7.08
565,20191009,002108.SZ,3.39,3.73,3.05
566,20191009,002109.SZ,3.55,3.91,3.2
567,20191009,002110.SZ,8.07,8.88,7.26
568,20191009,002111.SZ,15.5,17.05,13.95
569,20191009,002112.SZ,6.84,7.52,6.16
570,20191009,002113.SZ,1.73,1.82,1.64
571,20191009,002114.SZ,7.68,8.45,6.91
572,20191009,002115.SZ,8.06,8.87,7.25
573,20191009,002116.SZ,7.85,8.64,7.07
574,20191009,002117.SZ,11.78,12.96,10.6
575,20191009,002118.SZ,7.06,7.77,6.35
576,20191009,002119.SZ,13.7,15.07,12.33
577,20191009,002120.SZ,33.28,36.61,29.95
578,20191009,002121.SZ,4.72,5.19,4.25
579,20191009,002122.SZ,1.98,2.08,1.88
580,20191009,002123.SZ,17.2,18.92,15.48
581,20191009,002124.SZ,12.48,13.73,11.23
582,20191009,002125.SZ,5.16,5.68,4.64
583,20191009,002126.SZ,7.11,7.82,6.4
584,20191009,002127.SZ,10.43,11.47,9.39
585,20191009,002128.SZ,8.21,9.03,7.39
586,20191009,002129.SZ,12.64,13.9,11.38
587,20191009,002130.SZ,4.31,4.74,3.88
588,20191009,002131.SZ,1.66,1.83,1.49
589,20191009,002132.SZ,3.02,3.32,2.72
590,20191009,002133.SZ,3.28,3.61,2.95
591,20191009,002134.SZ,9.27,10.2,8.34
592,20191009,002135.SZ,5.46,6.01,4.91
593,20191009,002136.SZ,8.56,9.42,7.7
594,20191009,002137.SZ,7.21,7.93,6.49
595,20191009,002138.SZ,20.92,23.01,18.83
596,20191009,002139.SZ,5.53,6.08,4.98
597,20191009,002140.SZ,7.65,8.42,6.89
598,20191009,002141.SZ,3.51,3.86,3.16
599,20191009,002142.SZ,26.24,28.86,23.62
600,20191009,002143.SZ,,0.58,0.52
601,20191009,002144.SZ,9.62,10.58,8.66
602,20191009,002145.SZ,3.99,4.39,3.59
603,20191009,002146.SZ,8.46,9.31,7.61
604,20191009,002147.SZ,1.95,2.05,1.85
605,20191009,002148.SZ,5.36,5.9,4.82
606,20191009,002149.SZ,7.89,8.68,7.1
607,20191009,002150.SZ,5.4,5.94,4.86
608,20191009,002151.SZ,21.84,24.02,19.66
609,20191009,002152.SZ,9.48,10.43,8.53
610,20191009,002153.SZ,38.66,42.53,34.79
611,20191009,002154.SZ,2.81,3.09,2.53
612,20191009,002155.SZ,8.54,9.39,7.69
613,20191009,002156.SZ,10.79,11.87,9.71
614,20191009,002157.SZ,15.56,17.12,14.0
615,20191009,002158.SZ,7.71,8.48,6.94
616,20191009,002159.SZ,13.15,14.47,11.84
617,20191009,002160.SZ,2.99,3.29,2.69
618,20191009,002161.SZ,7.1,7.81,6.39
619,20191009,002162.SZ,3.22,3.54,2.9
620,20191009,002163.SZ,4.55,5.01,4.1
621,20191009,002164.SZ,4.02,4.42,3.62
622,20191009,002165.SZ,4.53,4.98,4.08
623,20191009,002166.SZ,7.46,8.21,6.71
624,20191009,002167.SZ,6.55,7.21,5.9
625,20191009,002168.SZ,8.39,9.23,7.55
626,20191009,002169.SZ,7.85,8.64,7.07
627,20191009,002170.SZ,3.11,3.42,2.8
628,20191009,002171.SZ,6.11,6.72,5.5
629,20191009,002172.SZ,3.6,3.96,3.24
630,20191009,002173.SZ,6.33,6.96,5.7
631,20191009,002174.SZ,15.62,17.18,14.06
632,20191009,002175.SZ,1.84,1.93,1.75
633,20191009,002176.SZ,3.99,4.39,3.59
634,20191009,002177.SZ,5.72,6.29,5.15
635,20191009,002178.SZ,3.6,3.96,3.24
636,20191009,002179.SZ,39.7,43.67,35.73
637,20191009,002180.SZ,27.9,30.69,25.11
638,20191009,002181.SZ,4.24,4.66,3.82
639,20191009,002182.SZ,8.76,9.64,7.88
640,20191009,002183.SZ,4.15,4.57,3.74
641,20191009,002184.SZ,10.37,11.41,9.33
642,20191009,002185.SZ,5.5,6.05,4.95
643,20191009,002186.SZ,10.58,11.64,9.52
644,20191009,002187.SZ,8.1,8.91,7.29
645,20191009,002188.SZ,2.91,3.06,2.76
646,20191009,002189.SZ,20.6,22.66,18.54
647,20191009,002190.SZ,18.94,19.89,17.99
648,20191009,002191.SZ,9.52,10.47,8.57
649,20191009,002192.SZ,15.85,17.44,14.27
650,20191009,002193.SZ,8.66,9.53,7.79
651,20191009,002194.SZ,21.01,23.11,18.91
652,20191009,002195.SZ,3.32,3.65,2.99
653,20191009,002196.SZ,5.16,5.68,4.64
654,20191009,002197.SZ,8.43,9.27,7.59
655,20191009,002198.SZ,6.22,6.84,5.6
656,20191009,002199.SZ,13.19,14.51,11.87
657,20191009,002200.SZ,5.81,6.1,5.52
658,20191009,002201.SZ,23.27,25.6,20.94
659,20191009,002202.SZ,13.11,14.42,11.8
660,20191009,002203.SZ,10.36,11.4,9.32
661,20191009,002204.SZ,3.29,3.62,2.96
662,20191009,002205.SZ,20.31,22.34,18.28
663,20191009,002206.SZ,3.57,3.93,3.21
664,20191009,002207.SZ,6.4,6.72,6.08
665,20191009,002208.SZ,6.62,7.28,5.96
666,20191009,002209.SZ,6.75,7.43,6.08
667,20191009,002210.SZ,1.21,1.27,1.15
668,20191009,002211.SZ,6.66,7.33,5.99
669,20191009,002212.SZ,15.74,17.31,14.17
670,20191009,002213.SZ,9.42,10.36,8.48
671,20191009,002214.SZ,10.49,11.54,9.44
672,20191009,002215.SZ,6.11,6.72,5.5
673,20191009,002216.SZ,9.78,10.76,8.8
674,20191009,002217.SZ,5.72,6.29,5.15
675,20191009,002218.SZ,2.93,3.22,2.64
676,20191009,002219.SZ,2.61,2.87,2.35
677,20191009,002220.SZ,1.3,1.37,1.24
678,20191009,002221.SZ,7.92,8.71,7.13
679,20191009,002222.SZ,11.11,12.22,10.0
680,20191009,002223.SZ,21.39,23.53,19.25
681,20191009,002224.SZ,6.47,7.12,5.82
682,20191009,002225.SZ,4.3,4.73,3.87
683,20191009,002226.SZ,5.13,5.64,4.62
684,20191009,002227.SZ,10.87,11.96,9.78
685,20191009,002228.SZ,3.8,4.18,3.42
686,20191009,002229.SZ,6.14,6.75,5.53
687,20191009,002230.SZ,31.01,34.11,27.91
688,20191009,002231.SZ,7.03,7.73,6.33
689,20191009,002232.SZ,8.66,9.53,7.79
690,20191009,002233.SZ,9.85,10.84,8.87
691,20191009,002234.SZ,32.34,35.57,29.11
692,20191009,002235.SZ,7.43,8.17,6.69
693,20191009,002236.SZ,,19.0,15.54
694,20191009,002237.SZ,13.18,14.5,11.86
695,20191009,002238.SZ,8.05,8.86,7.25
696,20191009,002239.SZ,1.71,1.88,1.54
697,20191009,002240.SZ,,8.8,7.2
698,20191009,002241.SZ,16.88,18.57,15.19
699,20191009,002242.SZ,22.14,24.35,19.93
700,20191009,002243.SZ,14.09,15.5,12.68
701,20191009,002244.SZ,3.86,4.25,3.47
702,20191009,002245.SZ,3.53,3.88,3.18
703,20191009,002246.SZ,7.79,8.57,7.01
704,20191009,002247.SZ,2.78,3.06,2.5
705,20191009,002248.SZ,7.83,8.61,7.05
706,20191009,002249.SZ,3.87,4.26,3.48
707,20191009,002250.SZ,12.93,14.22,11.64
708,20191009,002251.SZ,7.37,8.11,6.63
709,20191009,002252.SZ,8.15,8.97,7.34
710,20191009,002253.SZ,14.12,15.53,12.71
711,20191009,002254.SZ,10.48,11.53,9.43
712,20191009,002255.SZ,4.13,4.54,3.72
713,20191009,002256.SZ,2.5,2.75,2.25
714,20191009,002258.SZ,11.71,12.88,10.54
715,20191009,002259.SZ,2.17,2.28,2.06
716,20191009,002261.SZ,5.6,6.16,5.04
717,20191009,002262.SZ,10.72,11.79,9.65
718,20191009,002263.SZ,1.79,1.88,1.7
719,20191009,002264.SZ,4.79,5.27,4.31
720,20191009,002265.SZ,9.23,10.15,8.31
721,20191009,002266.SZ,4.52,4.97,4.07
722,20191009,002267.SZ,7.19,7.91,6.47
723,20191009,002268.SZ,27.08,29.79,24.37
724,20191009,002269.SZ,2.13,2.34,1.92
725,20191009,002270.SZ,5.42,5.96,4.88
726,20191009,002271.SZ,21.7,23.87,19.53
727,20191009,002272.SZ,4.72,5.19,4.25
728,20191009,002273.SZ,14.01,15.41,12.61
729,20191009,002274.SZ,6.99,7.69,6.29
730,20191009,002275.SZ,13.39,14.73,12.05
731,20191009,002276.SZ,5.57,6.13,5.01
732,20191009,002277.SZ,3.16,3.48,2.84
733,20191009,002278.SZ,5.75,6.33,5.18
734,20191009,002279.SZ,6.13,6.74,5.52
735,20191009,002280.SZ,3.25,3.58,2.93
736,20191009,002281.SZ,28.43,31.27,25.59
737,20191009,002282.SZ,8.87,9.76,7.98
738,20191009,002283.SZ,3.64,4.0,3.28
739,20191009,002284.SZ,4.81,5.29,4.33
740,20191009,002285.SZ,3.82,4.2,3.44
741,20191009,002286.SZ,5.7,6.27,5.13
742,20191009,002287.SZ,20.91,23.0,18.82
743,20191009,002288.SZ,4.61,5.07,4.15
744,20191009,002289.SZ,6.34,6.66,6.02
745,20191009,002290.SZ,4.89,5.13,4.65
746,20191009,002291.SZ,5.03,5.53,4.53
747,20191009,002292.SZ,6.08,6.69,5.47
748,20191009,002293.SZ,9.05,9.96,8.15
749,20191009,002294.SZ,18.87,20.76,16.98
750,20191009,002295.SZ,7.75,8.53,6.98
751,20191009,002296.SZ,6.64,7.3,5.98
752,20191009,002297.SZ,6.93,7.62,6.24
753,20191009,002298.SZ,7.47,8.22,6.72
754,20191009,002299.SZ,26.12,28.73,23.51
755,20191009,002300.SZ,6.82,7.5,6.14
756,20191009,002301.SZ,11.48,12.63,10.33
757,20191009,002302.SZ,11.38,12.52,10.24
758,20191009,002303.SZ,4.82,5.3,4.34
759,20191009,002304.SZ,103.86,114.25,93.47
760,20191009,002305.SZ,2.15,2.37,1.94
761,20191009,002306.SZ,2.72,2.86,2.58
762,20191009,002307.SZ,6.02,6.62,5.42
763,20191009,002308.SZ,4.29,4.72,3.86
764,20191009,002309.SZ,6.45,7.1,5.81
765,20191009,002310.SZ,5.18,5.7,4.66
766,20191009,002311.SZ,31.76,34.94,28.58
767,20191009,002312.SZ,3.88,4.27,3.49
768,20191009,002313.SZ,19.59,21.55,17.63
769,20191009,002314.SZ,3.14,3.45,2.83
770,20191009,002315.SZ,17.49,19.24,15.74
771,20191009,002316.SZ,10.29,11.32,9.26
772,20191009,002317.SZ,10.94,12.03,9.85
773,20191009,002318.SZ,7.65,8.42,6.89
774,20191009,002319.SZ,9.64,10.6,8.68
775,20191009,002320.SZ,7.94,8.73,7.15
776,20191009,002321.SZ,5.92,6.51,5.33
777,20191009,002322.SZ,13.04,14.34,11.74
778,20191009,002323.SZ,,1.38,1.24
779,20191009,002324.SZ,12.15,13.37,10.94
780,20191009,002325.SZ,3.06,3.37,2.75
781,20191009,002326.SZ,8.6,9.46,7.74
782,20191009,002327.SZ,6.63,7.29,5.97
783,20191009,002328.SZ,3.66,4.03,3.29
784,20191009,002329.SZ,4.0,4.4,3.6
785,20191009,002330.SZ,6.23,6.85,5.61
786,20191009,002331.SZ,10.04,11.04,9.04
787,20191009,002332.SZ,7.49,8.24,6.74
788,20191009,002333.SZ,4.52,4.75,4.29
789,20191009,002334.SZ,4.73,5.2,4.26
790,20191009,002335.SZ,17.95,19.75,16.16
791,20191009,002336.SZ,5.54,5.82,5.26
792,20191009,002337.SZ,4.04,4.44,3.64
793,20191009,002338.SZ,13.88,15.27,12.49
794,20191009,002339.SZ,6.26,6.89,5.63
795,20191009,002340.SZ,4.46,4.91,4.01
796,20191009,002341.SZ,5.32,5.85,4.79
797,20191009,002342.SZ,3.16,3.48,2.84
798,20191009,002343.SZ,7.7,8.47,6.93
799,20191009,002344.SZ,4.22,4.64,3.8
800,20191009,002345.SZ,4.13,4.54,3.72
801,20191009,002346.SZ,11.45,12.6,10.31
802,20191009,002347.SZ,4.33,4.76,3.9
803,20191009,002348.SZ,3.48,3.83,3.13
804,20191009,002349.SZ,5.45,6.0,4.91
805,20191009,002350.SZ,5.6,6.16,5.04
806,20191009,002351.SZ,7.56,8.32,6.8
807,20191009,002352.SZ,38.18,42.0,34.36
808,20191009,002353.SZ,27.37,30.11,24.63
809,20191009,002354.SZ,2.81,3.09,2.53
810,20191009,002355.SZ,7.35,8.09,6.62
811,20191009,002356.SZ,2.16,2.27,2.05
812,20191009,002357.SZ,6.06,6.67,5.45
813,20191009,002358.SZ,7.49,8.24,6.74
814,20191009,002359.SZ,2.14,2.25,2.03
815,20191009,002360.SZ,5.17,5.69,4.65
816,20191009,002361.SZ,4.2,4.62,3.78
817,20191009,002362.SZ,16.13,17.74,14.52
818,20191009,002363.SZ,5.54,6.09,4.99
819,20191009,002364.SZ,12.31,13.54,11.08
820,20191009,002365.SZ,8.32,9.15,7.49
821,20191009,002366.SZ,8.15,8.97,7.34
822,20191009,002367.SZ,7.89,8.68,7.1
823,20191009,002368.SZ,29.46,32.41,26.51
824,20191009,002369.SZ,8.08,8.89,7.27
825,20191009,002370.SZ,8.95,9.85,8.06
826,20191009,002371.SZ,65.3,71.83,58.77
827,20191009,002372.SZ,16.03,17.63,14.43
828,20191009,002373.SZ,17.13,18.84,15.42
829,20191009,002374.SZ,2.82,3.1,2.54
830,20191009,002375.SZ,5.47,6.02,4.92
831,20191009,002376.SZ,12.43,13.67,11.19
832,20191009,002377.SZ,3.86,4.25,3.47
833,20191009,002378.SZ,6.6,7.26,5.94
834,20191009,002379.SZ,3.95,4.35,3.56
835,20191009,002380.SZ,14.75,16.23,13.28
836,20191009,002381.SZ,7.41,8.15,6.67
837,20191009,002382.SZ,12.66,13.93,11.39
838,20191009,002383.SZ,10.2,11.22,9.18
839,20191009,002384.SZ,19.29,21.22,17.36
840,20191009,002385.SZ,4.59,5.05,4.13
841,20191009,002386.SZ,5.83,6.41,5.25
842,20191009,002387.SZ,16.2,17.82,14.58
843,20191009,002388.SZ,7.99,8.79,7.19
844,20191009,002389.SZ,10.77,11.85,9.69
845,20191009,002390.SZ,5.74,6.31,5.17
846,20191009,002391.SZ,8.36,9.2,7.52
847,20191009,002392.SZ,3.64,4.0,3.28
848,20191009,002393.SZ,24.13,26.54,21.72
849,20191009,002394.SZ,9.37,10.31,8.43
850,20191009,002395.SZ,22.23,24.45,20.01
851,20191009,002396.SZ,29.99,32.99,26.99
852,20191009,002397.SZ,5.04,5.54,4.54
853,20191009,002398.SZ,5.62,6.18,5.06
854,20191009,002399.SZ,16.74,18.41,15.07
855,20191009,002400.SZ,2.83,3.11,2.55
856,20191009,002401.SZ,11.39,12.53,10.25
857,20191009,002402.SZ,12.6,13.86,11.34
858,20191009,002403.SZ,8.4,9.24,7.56
859,20191009,002404.SZ,5.72,6.29,5.15
860,20191009,002405.SZ,16.08,17.69,14.47
861,20191009,002406.SZ,5.46,6.01,4.91
862,20191009,002407.SZ,12.99,14.29,11.69
863,20191009,002408.SZ,7.02,7.72,6.32
864,20191009,002409.SZ,19.73,21.7,17.76
865,20191009,002410.SZ,34.85,38.34,31.37
866,20191009,002411.SZ,16.8,18.48,15.12
867,20191009,002412.SZ,10.25,11.28,9.23
868,20191009,002413.SZ,5.77,6.35,5.19
869,20191009,002414.SZ,22.8,25.08,20.52
870,20191009,002415.SZ,,35.53,29.07
871,20191009,002416.SZ,5.3,5.83,4.77
872,20191009,002417.SZ,8.25,9.08,7.43
873,20191009,002418.SZ,2.82,3.1,2.54
874,20191009,002419.SZ,11.75,12.93,10.58
875,20191009,002420.SZ,3.29,3.45,3.13
876,20191009,002421.SZ,3.52,3.87,3.17
877,20191009,002422.SZ,25.89,28.48,23.3
878,20191009,002423.SZ,9.2,10.12,8.28
879,20191009,002424.SZ,10.9,11.99,9.81
880,20191009,002425.SZ,5.84,6.42,5.26
881,20191009,002426.SZ,2.64,2.9,2.38
882,20191009,002427.SZ,12.85,13.49,12.21
883,20191009,002428.SZ,8.0,8.8,7.2
884,20191009,002429.SZ,2.81,3.09,2.53
885,20191009,002430.SZ,12.81,14.09,11.53
886,20191009,002431.SZ,3.09,3.4,2.78
887,20191009,002432.SZ,5.17,5.69,4.65
888,20191009,002433.SZ,4.42,4.86,3.98
889,20191009,002434.SZ,7.22,7.94,6.5
890,20191009,002435.SZ,3.93,4.32,3.54
891,20191009,002436.SZ,7.42,8.16,6.68
892,20191009,002437.SZ,3.13,3.44,2.82
893,20191009,002438.SZ,7.56,8.32,6.8
894,20191009,002439.SZ,31.34,34.47,28.21
895,20191009,002440.SZ,11.65,12.82,10.49
896,20191009,002441.SZ,6.87,7.56,6.18
897,20191009,002442.SZ,4.89,5.38,4.4
898,20191009,002443.SZ,6.85,7.54,6.17
899,20191009,002444.SZ,10.93,12.02,9.84
900,20191009,002445.SZ,1.36,1.43,1.29
901,20191009,002446.SZ,9.38,10.32,8.44
902,20191009,002447.SZ,3.16,3.48,2.84
903,20191009,002448.SZ,5.16,5.68,4.64
904,20191009,002449.SZ,11.0,12.1,9.9
905,20191009,002450.SZ,,3.7,3.34
906,20191009,002451.SZ,10.72,11.79,9.65
907,20191009,002452.SZ,4.18,4.6,3.76
908,20191009,002453.SZ,5.81,6.39,5.23
909,20191009,002454.SZ,4.75,5.23,4.28
910,20191009,002455.SZ,6.18,6.8,5.56
911,20191009,002456.SZ,11.42,12.56,10.28
912,20191009,002457.SZ,7.93,8.72,7.14
913,20191009,002458.SZ,23.25,25.58,20.93
914,20191009,002459.SZ,11.62,12.78,10.46
915,20191009,002460.SZ,22.56,24.82,20.3
916,20191009,002461.SZ,6.76,7.44,6.08
917,20191009,002462.SZ,15.45,17.0,13.91
918,20191009,002463.SZ,24.1,26.51,21.69
919,20191009,002464.SZ,9.47,10.42,8.52
920,20191009,002465.SZ,9.84,10.82,8.86
921,20191009,002466.SZ,27.4,30.14,24.66
922,20191009,002467.SZ,5.51,6.06,4.96
923,20191009,002468.SZ,23.03,25.33,20.73
924,20191009,002469.SZ,3.9,4.29,3.51
925,20191009,002470.SZ,2.96,3.26,2.66
926,20191009,002471.SZ,2.71,2.98,2.44
927,20191009,002472.SZ,5.18,5.7,4.66
928,20191009,002473.SZ,8.54,9.39,7.69
929,20191009,002474.SZ,7.96,8.76,7.16
930,20191009,002475.SZ,26.2,28.82,23.58
931,20191009,002476.SZ,5.64,6.2,5.08
932,20191009,002477.SZ,0.18,0.2,0.16
933,20191009,002478.SZ,5.85,6.44,5.27
934,20191009,002479.SZ,7.27,8.0,6.54
935,20191009,002480.SZ,4.09,4.5,3.68
936,20191009,002481.SZ,8.15,8.97,7.34
937,20191009,002482.SZ,4.65,5.12,4.19
938,20191009,002483.SZ,4.08,4.49,3.67
939,20191009,002484.SZ,6.74,7.41,6.07
940,20191009,002485.SZ,6.78,7.46,6.1
941,20191009,002486.SZ,4.87,5.36,4.38
942,20191009,002487.SZ,6.02,6.62,5.42
943,20191009,002488.SZ,7.0,7.7,6.3
944,20191009,002489.SZ,3.62,3.98,3.26
945,20191009,002490.SZ,4.05,4.46,3.65
946,20191009,002491.SZ,7.55,8.31,6.8
947,20191009,002492.SZ,4.46,4.91,4.01
948,20191009,002493.SZ,10.89,11.98,9.8
949,20191009,002494.SZ,4.94,5.43,4.45
950,20191009,002495.SZ,2.87,3.16,2.58
951,20191009,002496.SZ,2.94,3.23,2.65
952,20191009,002497.SZ,6.15,6.77,5.54
953,20191009,002498.SZ,2.79,3.07,2.51
954,20191009,002499.SZ,3.95,4.15,3.75
955,20191009,002500.SZ,7.8,8.58,7.02
956,20191009,002501.SZ,1.4,1.47,1.33
957,20191009,002502.SZ,3.15,3.47,2.84
958,20191009,002503.SZ,2.28,2.51,2.05
959,20191009,002504.SZ,3.84,4.22,3.46
960,20191009,002505.SZ,1.79,1.97,1.61
961,20191009,002506.SZ,6.57,7.23,5.91
962,20191009,002507.SZ,22.55,24.81,20.3
963,20191009,002508.SZ,26.65,29.32,23.99
964,20191009,002509.SZ,1.51,1.66,1.36
965,20191009,002510.SZ,3.69,4.06,3.32
966,20191009,002511.SZ,12.9,14.19,11.61
967,20191009,002512.SZ,5.37,5.91,4.83
968,20191009,002513.SZ,5.46,6.01,4.91
969,20191009,002514.SZ,5.65,6.22,5.09
970,20191009,002515.SZ,5.04,5.54,4.54
971,20191009,002516.SZ,2.8,3.08,2.52
972,20191009,002517.SZ,2.87,3.16,2.58
973,20191009,002518.SZ,8.21,9.03,7.39
974,20191009,002519.SZ,3.87,4.26,3.48
975,20191009,002520.SZ,6.88,7.57,6.19
976,20191009,002521.SZ,5.48,6.03,4.93
977,20191009,002522.SZ,5.43,5.97,4.89
978,20191009,002523.SZ,3.17,3.49,2.85
979,20191009,002524.SZ,9.07,9.98,8.16
980,20191009,002526.SZ,2.19,2.41,1.97
981,20191009,002527.SZ,5.12,5.63,4.61
982,20191009,002528.SZ,4.2,4.62,3.78
983,20191009,002529.SZ,6.13,6.74,5.52
984,20191009,002530.SZ,9.21,10.13,8.29
985,20191009,002531.SZ,7.35,8.09,6.62
986,20191009,002532.SZ,6.05,6.66,5.45
987,20191009,002533.SZ,4.8,5.28,4.32
988,20191009,002534.SZ,7.03,7.73,6.33
989,20191009,002535.SZ,3.21,3.53,2.89
990,20191009,002536.SZ,4.74,5.21,4.27
991,20191009,002537.SZ,10.04,11.04,9.04
992,20191009,002538.SZ,4.95,5.45,4.46
993,20191009,002539.SZ,4.97,5.47,4.47
994,20191009,002540.SZ,4.02,4.42,3.62
995,20191009,002541.SZ,8.04,8.84,7.24
996,20191009,002542.SZ,3.89,4.28,3.5
997,20191009,002543.SZ,9.44,10.38,8.5
998,20191009,002544.SZ,12.74,14.01,11.47
999,20191009,002545.SZ,6.5,7.15,5.85
1000,20191009,002546.SZ,4.02,4.42,3.62
1001,20191009,002547.SZ,8.79,9.67,7.91
1002,20191009,002548.SZ,10.68,11.75,9.61
1003,20191009,002549.SZ,5.88,6.47,5.29
1004,20191009,002550.SZ,4.68,5.15,4.21
1005,20191009,002551.SZ,4.68,5.15,4.21
1006,20191009,002552.SZ,21.32,23.45,19.19
1007,20191009,002553.SZ,5.75,6.33,5.18
1008,20191009,002554.SZ,3.12,3.43,2.81
1009,20191009,002555.SZ,17.58,19.34,15.82
1010,20191009,002556.SZ,5.12,5.63,4.61
1011,20191009,002557.SZ,26.03,28.63,23.43
1012,20191009,002558.SZ,18.55,20.41,16.7
1013,20191009,002559.SZ,5.34,5.87,4.81
1014,20191009,002560.SZ,6.19,6.81,5.57
1015,20191009,002561.SZ,8.17,8.99,7.35
1016,20191009,002562.SZ,4.78,5.26,4.3
1017,20191009,002563.SZ,11.86,13.05,10.67
1018,20191009,002564.SZ,4.97,5.47,4.47
1019,20191009,002565.SZ,7.05,7.76,6.35
1020,20191009,002566.SZ,6.46,7.11,5.81
1021,20191009,002567.SZ,9.86,10.85,8.87
1022,20191009,002568.SZ,21.06,23.17,18.95
1023,20191009,002569.SZ,9.98,10.48,9.48
1024,20191009,002570.SZ,5.52,6.07,4.97
1025,20191009,002571.SZ,4.69,5.16,4.22
1026,20191009,002572.SZ,17.5,19.25,15.75
1027,20191009,002573.SZ,6.58,7.24,5.92
1028,20191009,002574.SZ,5.42,5.96,4.88
1029,20191009,002575.SZ,7.23,7.95,6.51
1030,20191009,002576.SZ,10.14,11.15,9.13
1031,20191009,002577.SZ,9.37,10.31,8.43
1032,20191009,002578.SZ,3.15,3.47,2.84
1033,20191009,002579.SZ,11.15,12.27,10.04
1034,20191009,002580.SZ,5.25,5.78,4.73
1035,20191009,002581.SZ,8.01,8.81,7.21
1036,20191009,002582.SZ,8.47,9.32,7.62
1037,20191009,002583.SZ,9.95,10.95,8.96
1038,20191009,002584.SZ,5.72,6.29,5.15
1039,20191009,002585.SZ,4.65,5.12,4.19
1040,20191009,002586.SZ,3.53,3.71,3.35
1041,20191009,002587.SZ,6.22,6.84,5.6
1042,20191009,002588.SZ,3.99,4.39,3.59
1043,20191009,002589.SZ,8.08,8.89,7.27
1044,20191009,002590.SZ,6.83,7.51,6.15
1045,20191009,002591.SZ,8.03,8.83,7.23
1046,20191009,002592.SZ,14.17,15.59,12.75
1047,20191009,002593.SZ,3.49,3.84,3.14
1048,20191009,002594.SZ,48.42,53.26,43.58
1049,20191009,002595.SZ,19.3,21.23,17.37
1050,20191009,002596.SZ,6.11,6.72,5.5
1051,20191009,002597.SZ,19.76,21.74,17.78
1052,20191009,002598.SZ,6.35,6.99,5.72
1053,20191009,002599.SZ,4.42,4.86,3.98
1054,20191009,002600.SZ,9.46,10.41,8.51
1055,20191009,002601.SZ,12.49,13.74,11.24
1056,20191009,002602.SZ,8.9,9.79,8.01
1057,20191009,002603.SZ,10.8,11.88,9.72
1058,20191009,002605.SZ,12.26,13.49,11.03
1059,20191009,002606.SZ,5.43,5.97,4.89
1060,20191009,002607.SZ,16.19,17.81,14.57
1061,20191009,002608.SZ,7.6,8.36,6.84
1062,20191009,002609.SZ,8.95,9.85,8.06
1063,20191009,002610.SZ,1.61,1.77,1.45
1064,20191009,002611.SZ,4.73,5.2,4.26
1065,20191009,002612.SZ,8.52,9.37,7.67
1066,20191009,002613.SZ,2.69,2.96,2.42
1067,20191009,002614.SZ,11.37,12.51,10.23
1068,20191009,002615.SZ,5.7,6.27,5.13
1069,20191009,002616.SZ,7.28,8.01,6.55
1070,20191009,002617.SZ,6.1,6.71,5.49
1071,20191009,002618.SZ,12.49,13.74,11.24
1072,20191009,002619.SZ,2.81,3.09,2.53
1073,20191009,002620.SZ,5.84,6.42,5.26
1074,20191009,002621.SZ,12.17,13.39,10.95
1075,20191009,002622.SZ,3.26,3.59,2.93
1076,20191009,002623.SZ,13.9,15.29,12.51
1077,20191009,002624.SZ,27.31,30.04,24.58
1078,20191009,002625.SZ,8.55,9.41,7.7
1079,20191009,002626.SZ,16.32,17.95,14.69
1080,20191009,002627.SZ,7.82,8.6,7.04
1081,20191009,002628.SZ,4.64,5.1,4.18
1082,20191009,002629.SZ,1.71,1.8,1.62
1083,20191009,002630.SZ,2.5,2.75,2.25
1084,20191009,002631.SZ,7.5,8.25,6.75
1085,20191009,002632.SZ,5.92,6.51,5.33
1086,20191009,002633.SZ,8.54,9.39,7.69
1087,20191009,002634.SZ,7.35,8.09,6.62
1088,20191009,002635.SZ,14.33,15.76,12.9
1089,20191009,002636.SZ,8.75,9.63,7.88
1090,20191009,002637.SZ,7.14,7.85,6.43
1091,20191009,002638.SZ,3.03,3.33,2.73
1092,20191009,002639.SZ,8.41,9.25,7.57
1093,20191009,002640.SZ,7.39,8.13,6.65
1094,20191009,002641.SZ,4.56,5.02,4.1
1095,20191009,002642.SZ,6.64,6.97,6.31
1096,20191009,002643.SZ,12.26,13.49,11.03
1097,20191009,002644.SZ,6.53,7.18,5.88
1098,20191009,002645.SZ,9.06,9.97,8.15
1099,20191009,002646.SZ,11.46,12.61,10.31
1100,20191009,002647.SZ,16.04,17.64,14.44
1101,20191009,002648.SZ,12.52,13.77,11.27
1102,20191009,002649.SZ,9.48,10.43,8.53
1103,20191009,002650.SZ,3.81,4.19,3.43
1104,20191009,002651.SZ,5.1,5.61,4.59
1105,20191009,002652.SZ,3.92,4.31,3.53
1106,20191009,002653.SZ,19.05,20.96,17.15
1107,20191009,002654.SZ,3.95,4.35,3.56
1108,20191009,002655.SZ,9.72,10.69,8.75
1109,20191009,002656.SZ,3.75,4.13,3.38
1110,20191009,002657.SZ,17.67,19.44,15.9
